userName,score,at,content,label
Ririri Dkdk,5,2023-09-02 18:42:53,Yeay,Positive
WT U,5,2023-09-02 15:31:18,good,Positive
Wahyu Hidayat,1,2023-08-29 22:52:13,Error,Negative
04_Airlangga Cahyono P,1,2023-09-01 08:07:32,Kuclok,Negative
kresna andalas,3,2023-09-15 11:33:04,Good,Neutral
13. Lorin Vigitia Prasetya Ananda,4,2023-08-30 04:32:34,keren,Positive
Deprianto 1,4,2023-08-31 18:58:04,berguna,Positive
Omar “Omar” Sjarif,4,2023-09-03 05:50:07,Good,Positive
Awang Dewangkara,4,2023-09-04 12:37:55,"Overall it's great. Luv the Speech-to-text features in Android, one of the best 👍 Requesting personalized experience for user's interaction. Maybe with: remembering the user, the user's preferences, profiles, search/ remembering a topic within different chat sections, etc. I would really consider the paid plans if you Guys would do so, especially if it's...cheaper? 😅🙏",Positive
Fauzan Rahman,4,2023-08-31 19:48:57,"Hey, I think it's a pretty good ai chat overall, but you guys know right? There are still several things to work for. And the most unfortunate thing for me is that Chat GPT only updated untill September 2021,I think it's too way back from now for these type of app. It will be super cool if you guys updated this app to the latest date, I'm really hoping you guys do so. Anyway, keep up the good things and do me this favor, can you?",Positive
Achmad bayhaqi Iqbaludin usman,5,2023-08-26 10:00:42,"Yosh sip, aplikasi terbaik",Positive
Mito T35,5,2023-08-26 18:15:59,Please add ChatGPT version 4 free please,Positive
Mamat Babah,5,2023-09-05 16:39:04,Very helpful in many ways,Positive
Robby Andreas Eddivanto,5,2023-08-28 13:15:28,The stars speaks,Positive
RajaParaDewa,5,2023-08-29 18:48:37,very gud app,Positive
Marshal Adrariana,5,2023-08-29 22:54:03,Never mind😁,Positive
Karenhapukh .s.,5,2023-08-25 07:02:11,Very helpful! ⭐⭐⭐⭐⭐,Positive
Ademi Sandy Puray Djanan,5,2023-08-28 13:55:59,nice!,Positive
FandanaAldi 89,5,2023-08-27 20:13:11,USEFULL!!,Positive
Yodan Arsyad,5,2023-08-23 10:57:08,The best,Positive
Fasya,5,2023-09-10 01:03:11,Very Nice,Positive
Sujud Budi,5,2023-08-25 09:51:53,Fast respond,Positive
Bintang Baskoro,5,2023-08-28 18:39:42,best AI,Positive
OMEGA 3&6,5,2023-08-28 20:58:10,Nice bro,Positive
Agus Togatorop,4,2023-08-23 18:07:27,Good app,Positive
Marliano Rheza Prathama,5,2023-08-27 20:51:35,bagus 👍,Positive
Novi Rosita,5,2023-08-29 14:21:49,Mantap,Positive
Farhan Maulana,5,2023-09-11 12:47:07,Keren,Positive
talitha noreen nitya,5,2023-08-28 09:30:56,MANTAPPP,Positive
Wita Rosita,5,2023-08-23 13:36:16,gooodddddd,Positive
Mahruf Limbong,5,2023-08-23 22:00:18,keren,Positive
Diah Gumelar Andayani,5,2023-08-27 12:53:56,kak,Positive
sidiq rojali,5,2023-08-22 08:01:11,Keren,Positive
AfanHnBi_54,5,2023-08-23 11:24:21,Boombastic,Positive
Ayam Goyeng,5,2023-09-19 13:19:40,Gege,Positive
y kyyyaa,5,2023-08-25 07:01:24,rawr,Positive
Farida Ida,5,2023-08-29 23:23:49,BEST,Positive
Surya Pangestu (SUDEPA),5,2023-09-11 15:02:55,keren,Positive
Hafiz Difanza,5,2023-08-24 13:34:00,Gooood,Positive
Sahril Kadir,5,2023-08-29 21:22:13,Bagus,Positive
Juli Ardi,5,2023-08-25 09:59:05,Keren,Positive
KANGMAS,4,2023-08-24 19:40:53,mantap,Positive
Prio Oetomo Josopranoto,4,2023-08-25 01:07:00,Good,Positive
Faras Al Ghifari,5,2023-09-10 21:36:23,👍👍👍,Positive
Vizz,5,2023-08-22 07:03:04,"The Bot knowledge is very broad, I like this :)",Positive
Fajri Rido,5,2023-08-19 00:41:41,"This is the good app!!! Very useful for life! Hope the creators get the ongoing good deeds, amal jariyah!",Positive
Rizki Jamus Wijaya,5,2023-08-16 00:32:04,"this is awesome, This is incredible, the design is very lightweight and user-friendly very dynamic, I hope stays way ❤️",Positive
Tuner Indo,5,2023-08-19 14:45:30,Good but why did the history chat dissapear,Positive
Syifana Ayu Prashintiya,4,2023-08-20 07:56:33,"nice, i love it",Positive
Arfa Alghiffari,5,2023-08-14 22:26:58,yess i love technologi,Positive
Karelst Reynata,5,2023-08-15 20:26:17,Usefully used.,Positive
Dimas Firman,5,2023-08-17 15:59:35,sangat bagus,Positive
Ahmad Paozi,5,2023-08-15 00:26:08,i love this app,Positive
Farhan Arsyah,5,2023-08-16 18:07:42,kerja bagus,Positive
pasar forex,5,2023-08-21 20:18:00,kereeen kaaaalliiiii,Positive
Wira Satria Wibawa,5,2023-08-24 12:52:47,keren cuyy,Positive
Gangsing Dellvine,5,2023-08-22 20:41:27,kerja sama,Positive
Raft Science,5,2023-08-22 16:46:11,Bagus 😁,Positive
Andreas steven Tampubolon,5,2023-09-02 23:39:59,TYM.,Positive
Fachry Razka Wiratama,5,2023-08-19 16:01:43,mantap,Positive
Achmad Afandy,5,2023-08-19 23:02:49,good,Positive
intan Maulida Joisangadji,5,2023-08-12 06:07:50,keren,Positive
Khairil anwar Dabutar,5,2023-08-21 10:05:24,terbaik,Positive
Rimbun Nan Hijau Logistik,5,2023-08-17 01:28:50,Nice,Positive
Nals sidabuke,5,2023-08-23 12:46:33,is the best,Positive
Ahmad Naufal Faruq,5,2023-08-22 13:59:23,gg,Positive
Muhammad Deedat Fatihissalam,5,2023-08-20 10:37:58,bagus,Positive
Cer yy,5,2023-08-17 12:39:52,gg,Positive
"Ariono, ST",5,2023-09-01 06:26:20,Recommended,Positive
Faisal Kasim,5,2023-08-21 18:12:04,Good,Positive
Andhika Ardiansyah,5,2023-09-07 21:57:57,good,Positive
JETX,5,2023-08-19 20:53:46,akurat,Positive
ernawati enna,5,2023-08-23 14:06:16,baik,Positive
Rafhael,5,2023-08-21 16:43:36,Best,Positive
Joe Satrio's,5,2023-08-12 03:50:14,thx,Positive
Haeral Ansari,5,2023-08-22 12:56:45,Keren,Positive
Essel Official,5,2023-08-12 12:29:09,makasihh,Positive
Ildeberto Costa,4,2023-08-21 14:12:32,Baik,Positive
Gilang Gumilang,4,2023-08-14 20:21:57,"very good, i will give 4 stars, maybe i will give 5 stars",Positive
Raihan Noviansyah,5,2023-08-15 11:12:21,Very helpful in daily needs,Positive
dmg 0007,5,2023-08-13 08:30:00,Good 👍free👍,Positive
13 Adi Sanjaya XIIIPS1,5,2023-08-15 10:04:35,Very useful,Positive
Rudi Candra,5,2023-09-09 11:31:28,mantab,Positive
Iqi TheVillain,5,2023-08-14 05:25:24,keren,Positive
Meliyani Anastasya,5,2023-08-12 17:09:51,Good,Positive
Ryanda krisna gandhita,5,2023-08-13 12:13:49,topppp,Positive
Rey,5,2023-08-11 08:53:24,Mantap,Positive
Jhonatan Riscky Setiawan,5,2023-08-14 19:52:16,Wow,Positive
Andrew A,5,2023-08-10 20:09:28,"Please support subscription through google play, thx",Positive
Terri Mama,5,2023-08-10 17:46:13,100/10,Positive
Achmad Ramdhani,5,2023-08-10 08:28:45,Very useful,Positive
Fr Andreas,5,2023-08-10 19:03:17,best ai,Positive
Isak Krestian Budi,5,2023-08-15 11:58:27,mantap,Positive
Raphael Liebert,5,2023-08-10 20:18:36,Nice,Positive
sulfia putri,5,2023-08-10 00:54:37,like,Positive
Wira “Day'Z” Ksatriadjie,5,2023-08-11 23:25:17,Ok,Positive
Goldies Sinema Indo,1,2023-08-11 02:30:16,Nipu,Negative
Redmi Tujuh,5,2023-08-09 10:49:00,Teopebegete 👍👍👍👍👍👍,Positive
Moh Endang,5,2023-08-07 07:45:25,"Pokokny semua nyaris jadi mudah fengan hadirnya chat gvt . Ta k,s alot",Positive
Muhamad Akbar Fauzan,5,2023-08-11 14:00:41,Nice!! Very useful,Positive
Didil Girit,5,2023-08-03 10:33:45,Oke the best,Positive
suryajaya land,5,2023-08-07 13:39:55,very good,Positive
Redmi Note7,5,2023-08-07 21:47:39,Bagus banget 👍👍👍👍👍,Positive
sutomo official,5,2023-08-03 11:06:47,Goodjobs,Positive
Mardinisme Project,5,2023-08-08 12:44:45,Great,Positive
Giggsto Aurelio,1,2023-08-04 00:42:55,Bingung,Negative
Arif Masmawi,1,2023-08-10 10:32:59,"IS IT SAFE? How can you make sure that it is safe to users? We are installing AI in personal phone. Some dumb users may put sensitive information into the chat, or share their personal thought in politics, etc. The AI can collect these data, map the network locations, and 'play' with it.",Negative
Devano W.,5,2023-07-28 13:06:56,Bruh this app it's underrated,Positive
POS KOE,5,2023-07-30 21:56:27,Do Anythink Now #sidebrain,Positive
Noice Maker,5,2023-07-27 22:50:17,"Not bad, looks clean. I'll still use the web version more though.",Positive
Sahal A.,5,2023-07-28 23:32:14,"""Very good, please keep updating, the knowledge is still from September 2021.""",Positive
PinkChalice270,5,2023-07-28 16:13:38,A.i application that is useful for me.,Positive
Farel Alkhafi Yudiansyah,5,2023-07-28 11:45:24,Ahhh i love you openai. Keep the free plan for me 😉,Positive
My Lasted,5,2023-07-27 23:11:05,I just pre regist and it published. Couldn't have better timing,Positive
Rafli Rahman Ramdani,5,2023-07-31 15:09:56,I have been waiting for you,Positive
Ans Hakim,3,2023-07-28 21:34:04,I hope the news that says the model of gpt 3.5 and 4 became dumber is fake,Neutral
Alvian Sahulata,3,2023-08-01 20:42:51,Sorry but I can't Join because I not have a Phone Number.,Neutral
Zidane AL,5,2023-08-18 07:36:04,I hope ai still growing so fast,Positive
Xan Suki bing chilling,5,2023-07-28 12:54:08,Aplikasi keren pokonamah well keun 🔥🔥🚀,Positive
Nowel Agam,5,2023-07-28 19:48:53,Next geoglee in blockchain ..... Barvo cryto 😂😂😂👍👍💪💪💪,Positive
Jonatan Geraldo Jojo,5,2023-08-01 12:05:31,"Best ai chat gpt,good job!!!",Positive
Andi Hasan,4,2023-07-29 06:35:23,"great, please give the gpt chat answer code snippet a color scheme like on the website so it's easy to read the code from the gpt chat answer",Positive
Yoel Steven Rumampuk - Golden Future,5,2023-07-27 23:46:30,"Please make a voice feature, so it's like in the Ironman movie which uses the AI ​​Jarvis robot. Thank You",Positive
Ahmad Hawari,4,2023-07-29 13:01:59,Bagus tapi pake gpt 3.5,Positive
Asep Rohimat,5,2023-08-03 06:43:08,Very helpfully for me.,Positive
Anang Th,5,2023-07-28 17:51:57,"Terimakasih, mantab",Positive
Nadya Nelly,5,2023-07-30 21:20:03,Sangat membantu sekalu,Positive
Nur Ardi,5,2023-08-01 17:25:44,I like it,Positive
Irman Firmansyah,5,2023-07-29 09:41:56,Very good application,Positive
Fauzi Azka Zahraan (Faa),5,2023-07-29 09:32:54,Very effective!,Positive
Matt,5,2023-07-27 22:52:35,"Idksw,bt,thnks.",Positive
Nahman Naro,5,2023-07-28 06:26:44,Cepat rilis gpt plus,Positive
N E R I S H E R M A W A N,5,2023-07-28 18:59:06,It's perfect 👌,Positive
Muhammad Fajar,5,2023-07-28 21:59:36,The Best Tools ....,Positive
Dimas Aditya,5,2023-07-30 14:32:39,"The application is good, but for features like the web or desktop version (such as being able to generate previous user responses and being able to see previous responses that were overwritten by the new generate).",Positive
Andi HARPIANTO,5,2023-07-28 13:33:02,Today we starting installed this openAI apps from source of Google Play. For future after try this aops i will give repport or notes all over about work of kind for this openAI AppS,Positive
E L H A D I,5,2023-08-02 08:24:18,❤️👍,Positive
2IA03_Rangga Sasmita P,5,2023-07-28 20:50:08,Bagus banget😘😘,Positive
Gunawan ab,5,2023-07-27 23:46:49,Great app!!!,Positive
M Play,5,2023-07-27 22:38:44,The Best AI,Positive
Ahmad Kholil,1,2023-08-01 20:57:49,Susah login,Negative
Uus Hernawan,5,2023-08-23 14:22:13,bagussss!!,Positive
Ahmad Ardiansyah,5,2023-07-29 04:01:54,Sampurna!!,Positive
Hendra Gendeng,5,2023-07-29 08:09:46,Great!!,Positive
Ghost Bob,5,2023-07-29 20:41:33,Great app,Positive
arifin dana bramantyo,5,2023-07-29 07:05:04,Nice app,Positive
azrod354 Black,5,2023-07-28 14:50:55,lets go,Positive
Muhammad Rafly,5,2023-07-28 20:05:31,Nice app,Positive
Asen Tjhia,5,2023-07-28 22:19:39,Not bad,Positive
Fadril Nur,5,2023-07-28 18:20:03,Sangat bagus,Positive
Rachmad Adyan,4,2023-10-01 16:06:27,Very helpfull,Positive
Ach Sirodjudin,4,2023-08-01 10:40:25,Bagus deh,Positive
SYAKIRAH NABILA Syakirah,5,2023-07-28 22:45:15,Sangat bagus,Positive
Villagerindo DPA,5,2023-07-28 03:06:10,Mantap bos,Positive
Muh Ardian Yuli Aliwardana,5,2023-07-28 10:00:56,Marvelous apps,Positive
Farhan,5,2023-07-29 14:09:09,Besto friendo,Positive
KP - Rusdiana,5,2023-07-28 17:41:04,god app,Positive
Ade h.,5,2023-07-29 17:29:44,Teknologi masadepan,Positive
pratama magha,5,2023-08-02 22:54:08,gacor kang,Positive
Haposan Situmeang,5,2023-08-02 12:15:21,Thanks chatGPT,Positive
Findra Rahmadani,4,2023-07-27 22:53:23,Coba dulu,Positive
Abdul Rokim,5,2023-07-28 14:42:25,Easy to use,Positive
Tri Pujianto,5,2023-08-02 08:59:27,Rekomended 👍,Positive
AYB Mogs,5,2023-07-28 13:21:07,Good.,Positive
N,5,2023-07-28 00:16:34,Keren,Positive
Winaldy,5,2023-07-28 08:02:06,Mantap,Positive
Kiplix Gaming,5,2023-07-27 22:56:59,Okeh,Positive
Yehezkiel Sebastian Milala,5,2023-07-31 19:12:56,Kerenn,Positive
Zidan Faydh Hail,3,2023-07-29 07:09:41,Keren tapi,Neutral
Adit Murti,5,2023-07-28 00:54:49,bagus,Positive
Afandi 013,5,2023-07-30 14:48:46,tingkatkan,Positive
Irwansyah -,5,2023-07-29 23:09:58,Lumayan,Positive
Khaisar Didi,5,2023-07-28 14:59:34,Bagus,Positive
Elfath_.,5,2023-07-28 06:26:06,Keren,Positive
Akt P.98,5,2023-07-29 10:00:12,Extraordinary,Positive
犬が私の子犬を食べました,5,2023-07-29 17:47:09,Bagus,Positive
Firman,5,2023-07-31 21:22:19,Mantull,Positive
Muhammad Wahyudi,5,2023-07-28 21:50:46,mantap,Positive
Bintang Triguna,5,2023-07-28 14:30:57,Mantap,Positive
Mochamad Farido Fanani,5,2023-07-27 22:21:36,Mantap,Positive
Orang Biasa,5,2023-08-15 13:42:44,Mantap,Positive
Dave Edgar,5,2023-07-28 10:27:18,Ok,Positive
Gomos Gabriel,5,2023-07-29 13:08:25,Bagus,Positive
mohammad zaky,5,2023-07-28 08:15:33,Mantap,Positive
ItsMe Ar (ItsMeArr),5,2023-07-28 08:27:21,Great,Positive
Prasetyo Budi,5,2023-07-28 14:35:07,Jos,Positive
Farid Ibrahimovich,5,2023-07-31 14:59:23,Bagus,Positive
MUHAMMAD KHAIRIL AZHAR,5,2023-07-28 07:49:31,Finally,Positive
Guzzo Guys !,5,2023-07-28 04:07:39,Mangtapppppp,Positive
M Rizki Syahban,5,2023-07-29 11:35:29,Bagus,Positive
Juragan Movers,5,2023-07-28 06:02:08,Keren,Positive
dappamusyappa,5,2023-08-29 21:31:25,besttt,Positive
Samsung Medan,5,2023-08-11 08:57:46,Bagus,Positive
finmediata. my. id,5,2023-07-27 22:48:20,Firts,Positive
Muh ikram,5,2023-07-27 23:11:46,Sangat,Positive
Account1,5,2023-08-01 23:09:40,mantap,Positive
Mukhsin 07,5,2023-07-31 20:45:45,Mantap,Positive
Dilfa Haiqal,5,2023-07-29 00:41:52,Membantu,Positive
nardi 077,5,2023-07-29 08:39:11,Oke,Positive
Michael Conic,5,2023-07-29 10:46:37,Nice,Positive
Little hitter,5,2023-07-28 21:53:55,keren,Positive
Raka Oktavian,5,2023-07-28 05:11:49,Good,Positive
Faris -sama,5,2023-07-28 14:57:14,GG,Positive
Johny Waworuntu,5,2023-07-28 08:06:12,Genius,Positive
Hendra Bangun Dwi R,5,2023-07-28 09:45:28,Menarik,Positive
fakhri suhanda,5,2023-07-29 12:18:17,kelazzzz,Positive
PERTINA JAWA BARAT,5,2023-07-29 09:38:25,Mantap,Positive
FakeTap,5,2023-07-29 13:50:07,Mantap,Positive
Abid Hadlori,5,2023-07-28 08:04:49,Mantap,Positive
M.Akbar. Ramadan,5,2023-07-28 13:20:13,Keren,Positive
Muhammad Zakariyya,5,2023-07-30 07:18:29,Good,Positive
Reza Pahlevi,5,2023-07-28 09:59:14,Wow,Positive
Fita,5,2023-07-28 14:17:48,👌,Positive
JtzK IDKK,5,2023-07-28 08:09:41,👍,Positive
Fron Studio,4,2023-07-30 14:11:58,Keren,Positive
Dark Flame,3,2023-07-28 13:09:17,"I just found a bug in this ChatGPT android. When i did first installation and launch it, it was worked normally. But, when i'm out from this app and try to launch it again. ChatGPT was crash and did a force close immediately. Hope the developer can fix this bug. I'm using xiaomi redmi note 8 with MIUI 12.5",Neutral
Alfaldo,4,2023-07-28 18:38:45,"Suggestion: - Add editing features for Input that has already been sent, just like the ChatGPT web version, So users won't do many ""new chat"" in attempt to rewrite their input. - Replace the chat history appearance into sidebar (no need history button), so users won't do many clicks to visit their chat history. - Add copy button for codeblocked output. Thats all for now from me. For the rest features is great enough. Please consider my suggestions, thank you. Keep up the hard work!",Positive
Exgaktai Gamer,5,2023-09-23 17:10:12,"I like chatgpt, but sometimes, he's a bit stupid",Positive
Bocah Angon,5,2023-07-27 23:50:26,Chat GPT tingkatkan lagi👍,Positive
Natan Natan,5,2023-09-20 22:47:15,Aplikasi ter the best i love you,Positive
PRAM'S,3,2023-09-06 18:31:18,Please update. Limited data only until September 2021. Thank you,Neutral
Sayyida Syakira Kamiliyya,5,2023-09-18 16:13:27,Omg very helpful!! Thank you,Positive
Kadek Wiguna,1,2023-08-29 19:46:50,"Stupid application, can't log in even though the account is correct In fact it's an error, chat isn't important 🖕",Negative
Satria Bumi,5,2023-08-04 06:20:32,"Bug: Fullscreen text editing tidak terlihat saat Dark Mode Update: Now it's fixed after the update, thank you",Positive
Hadad Maulana,5,2023-08-15 13:30:39,"responsible oke, unik",Positive
muhammad syahroni,4,2023-09-21 09:57:41,Google versi AI,Positive
Yogi Irawan,5,2023-08-01 02:39:16,the application is cool and useful,Positive
Wika Legend COC,5,2023-09-05 18:39:42,Best AI in the world,Positive
Bambang Suhandono,5,2023-08-17 03:38:09,"keren, canggih 👍",Positive
Galih Hardy Santoso,1,2023-07-27 22:39:42,Belum download🗿,Negative
andang ismail,5,2023-08-31 14:45:02,good job!,Positive
Fadel Abiyugiffary,5,2023-07-28 13:34:01,Inpo min?,Positive
Dzaky2919,1,2023-10-03 21:19:57,eror gblok,Negative
lio refal,4,2023-08-30 20:40:32,kurang yakin,Positive
Dicko Syah Putra,5,2023-07-28 09:40:20,Kerja bagus,Positive
abu lail ahmad,4,2023-07-27 22:50:57,Coba coba,Positive
imshas shaitul,5,2023-08-30 11:47:32,bagus bet,Positive
Evos Mrey07,5,2023-09-11 20:49:42,nice app,Positive
Danang Iyaah,5,2023-07-27 22:35:42,Sangat bagus,Positive
Reza Aryadi,5,2023-09-28 17:27:42,good ai,Positive
Jean Elizabeth,5,2023-09-25 18:55:31,Bagus banget,Positive
Jidan Miwansah,5,2023-07-27 23:33:20,mantap bro,Positive
Diyah Pcc,3,2023-09-10 02:42:24,Tidak mendetail,Neutral
Adinda Ifranida,5,2023-08-21 23:37:32,Bagus banget,Positive
Yokasoya,5,2023-07-27 22:47:30,Finally.,Positive
madnur020,5,2023-07-28 00:21:36,Nyoba..,Positive
Retno Kinasih Putri Anggreini,5,2023-09-17 11:38:43,Bruh.,Positive
Muhammad Daerobi,5,2023-07-27 22:42:17,nice....,Positive
Wa Anj,5,2023-10-05 17:37:48,This app is amazing. It can help me for studying english and many other things. This is like find a gem hiding in summit of mountains,Positive
Xnyyraa ?,5,2023-08-30 08:36:45,"the application is good, it would be great if there was a feature of being able to ask questions via photos in the future I hope there will be an update sending questions via photos to make it easier to make questions, especially math questions it's easier to go through photos for the questions to make it easier for AI to understand the question, that's all I'm good about, thank you😻",Positive
SamAdanCookies,5,2023-08-27 09:59:34,mantap,Positive
Iim salimah Salimah,5,2023-08-06 13:27:13,Amazing,Positive
Locko Rery,5,2023-07-27 22:43:05,Pertama,Positive
•ALDI •,5,2023-07-29 10:38:52,Bagus,Positive
Bariyonet Enther,5,2023-08-31 13:45:10,keren,Positive
suhendar fauzi,5,2023-07-27 22:46:46,bagus juga,Positive
Rahmat Dani,5,2023-07-30 19:31:21,Baik,Positive
Muhamad Zahran Maisaan,5,2023-09-21 10:30:51,Great,Positive
Ferry Ferrari,5,2023-09-05 16:08:18,Bgs,Positive
shinbis House,5,2023-09-04 04:58:00,Woa,Positive
el henderson,5,2023-09-11 12:15:32,Berguna,Positive
Sabar Uddin,5,2023-09-19 14:40:13,Mamtap,Positive
gilang geery,5,2023-08-06 18:30:24,nice,Positive
INI TV,5,2023-07-28 00:04:02,Good,Positive
Abu Hilmi Rusman,5,2023-08-24 11:13:08,Good,Positive
deimos,5,2023-07-27 22:42:53,baru,Positive
Aqil_syathir_R,5,2023-09-22 07:02:11,useful,Positive
Wahyu Dwi,5,2023-08-24 12:08:25,MANTAP,Positive
Akram Jinan,5,2023-07-27 22:47:49,keren,Positive
Fitra Didik,5,2023-09-05 13:34:34,Kiw,Positive
Rio Alfarenza,5,2023-09-01 21:23:08,bagus,Positive
tukang sad,5,2023-08-30 05:56:54,GG,Positive
Rizqi dmna,5,2023-08-30 10:57:01,mntap,Positive
Ignasius Rendy,5,2023-07-27 22:45:32,Ntap,Positive
Mohkarom,5,2023-10-03 14:01:42,bermanfaat,Positive
Muhammad Rizky,5,2023-08-23 14:44:18,kereeen,Positive
Andy Arief Mukti Setiawan,5,2023-10-02 16:16:48,amazing,Positive
Agus Gunawan,5,2023-09-03 21:11:43,Mantap,Positive
Mr Tmp,1,2023-09-28 18:30:31,Error,Negative
Xiao Harto,1,2023-07-28 09:31:02,Ngeleg,Negative
Leonard Sandy,5,2023-07-28 12:19:32,😍😍😍😍,Positive
12_204_Eric Daniel Hutabarat,4,2023-07-27 22:41:33,mayan,Positive
